,0,1,2,3,4,5,6,7,8,9,class,id
0,0.817477190283,0.0,0.182522809717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58bda19b9fb5ba8561787003
1,0.217986207504,0.0,0.0,0.0365715482783,0.0,0.0,0.0,0.0,0.744419232022,0.00102301219578,8,58bda1a49fb5ba8561787004
2,0.684363715648,0.145803430491,0.0,0.169832853862,0.0,0.0,0.0,0.0,0.0,0.0,0,58bda1ae9fb5ba8561787005
3,0.93026749456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0697325054396,0.0,0,58bda1b79fb5ba8561787006
4,0.597980285586,0.0,0.0732694448056,0.0,0.0,0.0,0.0131227313528,0.0,0.315627538255,0.0,0,58bda1c49fb5ba8561787007
5,0.32884272857,0.622760689089,0.0,0.0,0.0483965823408,0.0,0.0,0.0,0.0,0.0,1,58bda1cd9fb5ba8561787008
6,0.158971483728,0.33748618231,0.0,0.503542333961,0.0,0.0,0.0,0.0,0.0,0.0,3,58bda1d69fb5ba8561787009
7,0.465390154213,0.0,0.0,0.0,0.0,0.534609845787,0.0,0.0,0.0,0.0,5,58bda1e09fb5ba856178700a
8,0.585527049973,0.377093424694,0.0,0.0,0.0,0.0,0.0,0.0,0.0373795253338,0.0,0,58bda1e99fb5ba856178700b
9,0.240277276072,0.0,0.0,0.0768457601574,0.599891928895,0.0,0.0,0.0,0.0829850348761,0.0,4,58bda1f39fb5ba856178700c
10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58bda1fc9fb5ba856178700d
11,0.188101076325,0.787099072947,0.0,0.0247998507272,0.0,0.0,0.0,0.0,0.0,0.0,1,58bda2059fb5ba856178700e
12,0.317747562846,0.198422840835,0.483829596319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,58bda20f9fb5ba856178700f
13,0.228770506943,0.0,0.0,0.0,0.0,0.0,0.0,0.164443093338,0.517362795201,0.0894236045184,8,58bda2189fb5ba8561787010
14,0.521655923208,0.0,0.442351788512,0.0359922882796,0.0,0.0,0.0,0.0,0.0,0.0,0,58bda2219fb5ba8561787011
15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58bda22b9fb5ba8561787012
16,0.285885621362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714114378638,0.0,8,58bda2349fb5ba8561787013
17,0.578114546174,0.0,0.421885453826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58bda23d9fb5ba8561787014
18,0.268635593775,0.0,0.0,0.731364406225,0.0,0.0,0.0,0.0,0.0,0.0,3,58bda2489fb5ba8561787015
